median_coverage,nu,mu,sigma
350,3.46574368300855e-05,0.120781200972065,0.294694961597569
351,3.42153675227371e-05,0.120803334531201,0.29461449992624
352,3.37801700218316e-05,0.120825457087878,0.294534353500795
353,3.33517184526083e-05,0.12084756822361,0.2944545196788
354,3.29298895930419e-05,0.12086966752695,0.29437499584745
355,3.25145628106662e-05,0.12089175459338,0.29429577942316
356,3.21056200010752e-05,0.120913829025192,0.294216867851162
357,3.17029455280525e-05,0.120935890431383,0.294138258605099
358,3.13064261652795e-05,0.120957938427547,0.294059949186642
359,3.09159510395794e-05,0.120979972635767,0.293981937125096
360,3.05314115756497e-05,0.12100199268451,0.293904219977029
361,3.01527014422416e-05,0.121023998208529,0.293826795325892
362,2.97797164997445e-05,0.121045988848757,0.293749660781655
363,2.94123547491351e-05,0.121067964252213,0.293672813980449
364,2.90505162822511e-05,0.121089924071903,0.293596252584204
365,2.86941032333534e-05,0.121111867966725,0.293519974280308
366,2.83430197319376e-05,0.121133795601373,0.293443976781255
367,2.79971718567616e-05,0.121155706646251,0.293368257824314
368,2.7656467591054e-05,0.121177600777376,0.293292815171193
369,2.73208167788682e-05,0.121199477676293,0.293217646607712
370,2.6990131082553e-05,0.121221337029989,0.293142749943479
371,2.66643239413052e-05,0.121243178530804,0.293068123011579
372,2.63433105307768e-05,0.121265001876346,0.292993763668256
373,2.60270077237036e-05,0.121286806769414,0.292919669792607
374,2.57153340515304e-05,0.121308592917911,0.292845839286283
375,2.54082096670031e-05,0.121330360034767,0.29277227007319
376,2.51055563077003e-05,0.121352107837858,0.292698960099196
377,2.480729726048e-05,0.121373836049934,0.292625907331842
378,2.45133573268152e-05,0.121395544398535,0.292553109760061
379,2.42236627889937e-05,0.121417232615924,0.292480565393896
380,2.39381413771586e-05,0.121438900439009,0.29240827226423
381,2.36567222371674e-05,0.121460547609274,0.292336228422509
382,2.33793358992449e-05,0.121482173872706,0.29226443194048
383,2.31059142474112e-05,0.121503778979726,0.292192880909928
384,2.28363904896613e-05,0.12152536268512,0.292121573442419
385,2.25706991288774e-05,0.121546924747973,0.292050507669043
386,2.23087759344532e-05,0.121568464931602,0.291979681740165
387,2.20505579146117e-05,0.121589983003491,0.29190909382518
388,2.17959832893973e-05,0.121611478735226,0.291838742112269
389,2.1544991464324e-05,0.121632951902435,0.291768624808161
390,2.12975230046625e-05,0.121654402284722,0.291698740137894
391,2.10535196103496e-05,0.121675829665611,0.29162908634459
392,2.08129240915015e-05,0.121697233832482,0.291559661689221
393,2.05756803445171e-05,0.121718614576513,0.291490464450385
394,2.03417333287547e-05,0.121739971692624,0.291421492924087
395,2.01110290437661e-05,0.121761304979419,0.291352745423519
396,1.98835145070753e-05,0.121782614239129,0.291284220278847
397,1.96591377324856e-05,0.12180389927756,0.291215915836995
398,1.94378477089025e-05,0.121825159904034,0.291147830461442
399,1.92195943796579e-05,0.121846395931341,0.291079962532013
400,1.9004328622324e-05,0.121867607175683,0.291012310444677
