distance_bp,phat_00,phat_01,phat_10,phat_11
171,0.791414797524482,0.0531654199748037,0.208585202475518,0.946834580025196
172,0.789922101846694,0.0532633835201721,0.210077898153306,0.946736616479827
173,0.788427066289475,0.0533617877023351,0.211572933710525,0.946638212297665
174,0.786924732107057,0.0534624592516829,0.213075267892943,0.946537540748317
175,0.785410311553401,0.0535671620875475,0.214589688446599,0.946432837912452
176,0.783879182197092,0.0536775994037865,0.216120817802908,0.946322400596213
177,0.782326881443209,0.0537954156785008,0.217673118556791,0.946204584321499
178,0.780749101253741,0.0539221986109651,0.219250898746258,0.946077801389034
179,0.779152089320141,0.0540556018186471,0.220847910679858,0.945944398181352
180,0.777545187002481,0.054192145242407,0.222454812997519,0.945807854757592
181,0.775928830379962,0.0543316779076818,0.224071169620038,0.945668322092318
182,0.774303443515768,0.0544740531311167,0.225696556484232,0.945525946868883
183,0.772669438812548,0.0546191283914149,0.227330561187452,0.945380871608585
184,0.771027217356002,0.054766765204561,0.228972782643998,0.945233234795439
185,0.769377169247012,0.0549168290032509,0.230622830752989,0.945083170996749
186,0.767719673922745,0.0550691890203693,0.232280326077255,0.94493081097963
187,0.766055100467162,0.0552237181763588,0.233944899532839,0.944776281823641
188,0.764383807911302,0.0553802929703371,0.235616192088699,0.944619707029663
189,0.762706145523749,0.0555387933748193,0.237293854476252,0.944461206625181
190,0.761022453091623,0.0556991027339106,0.238977546908377,0.944300897266089
191,0.759333061192465,0.055861107664843,0.240666938807536,0.944138892335157
192,0.757638291457324,0.0560246979627281,0.242361708542677,0.943975302037272
193,0.755938456825402,0.0561897665084116,0.244061543174598,0.943810233491588
194,0.75423386179053,0.0563562091793129,0.245766138209471,0.943643790820687
195,0.75252480263979,0.0565239247631421,0.247475197360211,0.943476075236858
196,0.750811567684564,0.0566928148743898,0.249188432315437,0.94330718512561
197,0.749094437484276,0.0568627838734894,0.250905562515725,0.94313721612651
198,0.747361285646293,0.0570371671486684,0.252638714353708,0.942962832851331
199,0.745603888867966,0.0572183152332346,0.254396111132035,0.942781684766765
200,0.74382824257113,0.057404691535677,0.256171757428871,0.942595308464323
201,0.742040167503028,0.0575948041702432,0.257959832496972,0.942405195829757
202,0.740245314739592,0.0577872046768635,0.259754685260409,0.942212795323137
203,0.738449170530883,0.057980486781451,0.261550829469117,0.942019513218549
204,0.736657060994274,0.0581732851951543,0.263342939005726,0.941826714804846
205,0.734874156660711,0.058364274451191,0.265125843339289,0.941635725548809
206,0.733105476879218,0.0585521677779484,0.266894523120782,0.941447832222052
207,0.731355894084567,0.0587357160070852,0.268644105915433,0.941264283992915
208,0.729606814252682,0.0589216360197315,0.270393185747319,0.941078363980269
209,0.727839963487748,0.0591159240663246,0.272160036512252,0.940884075933676
210,0.726060476961588,0.0593163257635927,0.273939523038412,0.940683674236408
211,0.724273346705006,0.0595206495416248,0.275726653294994,0.940479350458375
212,0.722483425520341,0.0597267649268858,0.27751657447966,0.940273235073115
213,0.720695430776272,0.0599326008768983,0.279304569223729,0.940067399123102
214,0.718913948088887,0.0601361441648511,0.281086051911113,0.939863855835149
215,0.71714343489279,0.0603354378124601,0.28285656510721,0.93966456218754
216,0.71538822390595,0.0605285795694687,0.28461177609405,0.939471420430532
217,0.713652526491803,0.0607137204382365,0.286347473508197,0.939286279561764
218,0.711926021672403,0.0608947901697119,0.288073978327597,0.939105209830289
219,0.710196313981444,0.0610767147806268,0.289803686018556,0.938923285219374
220,0.708464393865311,0.0612591850763043,0.291535606134689,0.938740814923696
221,0.706731225483728,0.06144190012267,0.293268774516273,0.93855809987733
222,0.704997747394543,0.061624567030372,0.295002252605457,0.938375432969628
223,0.703264873218878,0.061806900745109,0.296735126781122,0.938193099254891
224,0.701533492287232,0.0619886238439664,0.298466507712768,0.938011376156034
225,0.699804470267196,0.062169466337568,0.300195529732804,0.937830533662432
226,0.698078649773327,0.0623491654778566,0.301921350226673,0.937650834522144
227,0.696356850959766,0.0625274655713259,0.303643149040234,0.937472534428674
228,0.69463987209615,0.0627041177975302,0.30536012790385,0.93729588220247
229,0.692928490127327,0.0628788800327046,0.307071509872673,0.937121119967295
230,0.691223461217404,0.0630515166783364,0.308776538782596,0.936948483321663
231,0.6895255212786,0.0632217984945311,0.3104744787214,0.936778201505469
232,0.687835386485392,0.0633895024380245,0.312164613514609,0.936610497561975
233,0.686153753774398,0.0635544115046957,0.313846246225602,0.936445588495304
234,0.684481301330453,0.0637163145764413,0.315518698669548,0.936283685423558
235,0.682818689059286,0.0638750062722772,0.317181310940714,0.936124993727722
236,0.681166559047228,0.0640302868035364,0.318833440952772,0.935969713196463
237,0.679519499477973,0.0641848525184606,0.320480500522027,0.935815147481539
238,0.677872729051202,0.0643409693341031,0.322127270948798,0.935659030665897
239,0.676227793029649,0.0644978115691269,0.323772206970351,0.935502188430873
240,0.674586198102777,0.0646545739978898,0.325413801897224,0.93534542600211
241,0.672949413319887,0.0648104713566656,0.327050586680113,0.935189528643334
242,0.671318870998448,0.0649647378629701,0.328681129001553,0.935035262137029
243,0.669695967608363,0.0651166267476008,0.330304032391637,0.934883373252399
244,0.668082064632913,0.0652654097990155,0.331917935367087,0.934734590200984
245,0.666478489407043,0.0654103769196849,0.333521510592958,0.934589623080315
246,0.664886535933665,0.0655508356940681,0.335113464066335,0.934449164305932
247,0.6632978552005,0.0656913830725267,0.3367021447995,0.934308616927473
248,0.661705188492175,0.0658359832693217,0.338294811507825,0.934164016730678
249,0.660111388796284,0.0659830367730853,0.339888611203717,0.934016963226915
250,0.658519241134252,0.0661309820212657,0.341480758865748,0.933869017978734
251,0.656931464137188,0.0662782945213012,0.343068535862812,0.933721705478699
252,0.65535071158157,0.0664234859941824,0.34464928841843,0.933576514005818
253,0.653779573885912,0.0665651035397614,0.346220426114088,0.933434896460239
254,0.652220579569522,0.0667017288231934,0.347779420430478,0.933298271176807
255,0.650676196674428,0.0668319772819086,0.349323803325572,0.933168022718091
256,0.6491488341515,0.0669544973525378,0.3508511658485,0.933045502647462
257,0.647634252933278,0.0670710447469734,0.352365747066722,0.932928955253027
258,0.646126586217812,0.0671843559839473,0.353873413782188,0.932815644016053
259,0.64462575869263,0.0672945727603459,0.35537424130737,0.932705427239654
260,0.643131696152177,0.0674018338309883,0.356868303847823,0.932598166169012
261,0.64164432547758,0.0675062750718996,0.358355674522421,0.9324937249281
262,0.64016357461685,0.0676080295420622,0.359836425383151,0.932391970457938
263,0.638689372565523,0.067707227543688,0.361310627434478,0.932292772456312
264,0.637221649347718,0.0678039966810486,0.362778350652283,0.932196003318952
265,0.635760335997602,0.0678984619179049,0.364239664002398,0.932101538082095
266,0.63430536454126,0.0679907456335723,0.36569463545874,0.932009254366428
267,0.632856667978946,0.0680809676776585,0.367143332021054,0.931919032322342
268,0.631414180267725,0.0681692454235091,0.368585819732276,0.931830754576491
269,0.62997783630447,0.0682556938203954,0.37002216369553,0.931744306179605
270,0.628547571909237,0.0683404254444778,0.371452428090763,0.931659574555523
271,0.627123323808977,0.0684235505485767,0.372876676191024,0.931576449451424
272,0.6257050296216,0.068505177110783,0.3742949703784,0.931494822889217
273,0.624292627840372,0.0685854108819382,0.375707372159628,0.931414589118062
274,0.622886057818637,0.0686643554320136,0.377113942181364,0.931335644567987
275,0.621485259754858,0.068742112195417,0.378514740245142,0.931257887804584
276,0.620099591832228,0.068818501882495,0.379900408167772,0.931181498117506
277,0.618735486653524,0.0688932972212872,0.381264513346476,0.931106702778713
278,0.617388567069835,0.0689665257534291,0.382611432930166,0.931033474246571
279,0.616054548238022,0.0690382145683534,0.383945451761978,0.930961785431647
280,0.614729235709724,0.0691083903117172,0.385270764290277,0.930891609688283
281,0.613408523563938,0.0691770791936464,0.386591476436062,0.930822920806354
282,0.612088392582102,0.0692443069968054,0.387911607417898,0.930755693003195
283,0.610764908464556,0.0693100990842928,0.389235091535444,0.930689900915707
284,0.60943422008736,0.0693744804073696,0.39056577991264,0.93062551959263
285,0.608092557798437,0.0694374755130241,0.391907442201564,0.930562524486976
286,0.606754751487985,0.0694973368061814,0.393245248512015,0.930502663193819
287,0.605435309667291,0.0695528184452607,0.394564690332709,0.930447181554739
288,0.604130104934638,0.0696046854744899,0.395869895065362,0.93039531452551
289,0.602835094138395,0.0696536874117165,0.397164905861606,0.930346312588284
290,0.601546316691384,0.0697005585583806,0.398453683308616,0.930299441441619
291,0.600259892922409,0.0697460183026648,0.399740107077591,0.930253981697335
292,0.598972022464,0.0697907714159888,0.401027977536,0.930209228584011
293,0.597678982675513,0.069835508343012,0.402321017324487,0.930164491656988
294,0.596377127100687,0.0698809054853054,0.403622872899313,0.930119094514694
295,0.595062883958846,0.0699276254788446,0.404937116041154,0.930072374521155
296,0.593740682501921,0.0699740092673565,0.406259317498079,0.930025990732643
297,0.592417434202216,0.0700181099815743,0.407582565797784,0.929981890018425
298,0.59109334271357,0.0700601451852815,0.40890665728643,0.929939854814718
299,0.589768607733097,0.0701003282517238,0.410231392266903,0.929899671748276
300,0.588443425077087,0.0701388684439516,0.411556574922914,0.929861131556048
301,0.587117986755301,0.0701759709934576,0.412882013244699,0.929824029006542
302,0.585792481043696,0.0702118371771524,0.414207518956304,0.929788162822847
303,0.584467092555613,0.0702466643927154,0.415532907444387,0.929753335607284
304,0.583142002311472,0.07028064623236,0.416857997688528,0.929719353767639
305,0.581817387807003,0.0703139725550521,0.418182612192997,0.929686027444948
306,0.580493423080049,0.0703468295572153,0.419506576919951,0.929653170442784
307,0.579170278775978,0.0703793998419618,0.420829721224022,0.929620600158038
308,0.577848122211733,0.0704118624868802,0.422151877788267,0.92958813751312
309,0.576527117438548,0.0704443931104162,0.423472882561452,0.929555606889583
310,0.575207425303374,0.070477163936878,0.424792574696626,0.929522836063122
311,0.573889203509027,0.0705103438600983,0.426110796490973,0.929489656139901
312,0.572572606673101,0.070544098505784,0.427427393326899,0.929455901494216
313,0.571257786385676,0.0705785902925844,0.428742213614324,0.929421409707415
314,0.569944891265832,0.0706139784919065,0.430055108734168,0.929386021508093
315,0.568629341129853,0.070648670402535,0.431370658870147,0.929351329597465
316,0.567307862606374,0.0706813069446629,0.432692137393625,0.929318693055337
317,0.565982532838081,0.0707123884162112,0.434017467161919,0.929287611583789
318,0.564655390208874,0.0707424058122751,0.435344609791127,0.929257594187725
319,0.563328435050029,0.0707718409944448,0.436671564949971,0.929228159005555
320,0.562003630332191,0.0708011668567323,0.437996369667809,0.929198833143268
321,0.560682902343522,0.0708308474881799,0.439317097656479,0.92916915251182
322,0.559368141354315,0.0708613383322249,0.440631858645685,0.929138661667776
323,0.558061202268383,0.0708930863428928,0.441938797731618,0.929106913657107
324,0.556763905261499,0.0709265301378897,0.443236094738502,0.929073469862111
325,0.555475242597873,0.0709599727317603,0.444524757402128,0.92904002726824
326,0.55419243866575,0.0709917343759644,0.445807561334251,0.929008265624036
327,0.552914647670674,0.0710222671695985,0.447085352329327,0.928977732830402
328,0.55164103895218,0.07105201504625,0.44835896104782,0.92894798495375
329,0.550370796717307,0.0710814139181934,0.449629203282694,0.928918586081807
330,0.549103119779279,0.0711108918177835,0.450896880220722,0.928889108182216
331,0.547837221301257,0.0711408690361043,0.452162778698744,0.928859130963896
332,0.546572328545036,0.071171758258936,0.453427671454964,0.928828241741064
333,0.545307682624595,0.0712039647000951,0.454692317375406,0.928796035299905
334,0.544042538264376,0.0712378862322077,0.455957461735624,0.928762113767792
335,0.542780044920689,0.0712724204128989,0.457219955079311,0.928727579587101
336,0.5415233971918,0.0713062980282355,0.458476602808201,0.928693701971765
337,0.540271936229639,0.0713396594983754,0.459728063770362,0.928660340501625
338,0.539025014560984,0.0713726427890473,0.460974985439017,0.928627357210953
339,0.537781995893454,0.0714053834535768,0.462218004106547,0.928594616546423
340,0.536542254925155,0.0714380146741184,0.463457745074845,0.928561985325881
341,0.535305177157912,0.0714706673021136,0.464694822842088,0.928529332697886
342,0.534070158713986,0.0715034698979869,0.465929841286015,0.928496530102013
343,0.532836606156228,0.0715365487700999,0.467163393843773,0.9284634512299
344,0.531603936311587,0.0715700280129766,0.468396063688413,0.928429971987024
345,0.530371576097904,0.0716040295448157,0.469628423902097,0.928395970455184
346,0.529138962353916,0.0716386731443051,0.470861037646084,0.928361326855695
347,0.527905541672418,0.0716740764867531,0.472094458327583,0.928325923513247
348,0.526670770236502,0.0717103551795501,0.473329229763499,0.92828964482045
349,0.525434113658823,0.071747622796975,0.474565886341177,0.928252377203025
350,0.524195046823819,0.0717859909143598,0.475804953176182,0.928214009085641
351,0.522953053732826,0.0718255691416256,0.477046946267174,0.928174430858375
352,0.52170762735204,0.0718664651562028,0.47829237264796,0.928133534843798
353,0.520458269463247,0.0719087847353484,0.479541730536754,0.928091215264652
354,0.519212326851198,0.0719523530852473,0.480787673148802,0.928047646914753
355,0.517975832646354,0.0719968691326683,0.482024167353646,0.928003130867332
356,0.51674635536551,0.0720422488626351,0.48325364463449,0.927957751137365
357,0.515521503916801,0.0720884096196556,0.484478496083199,0.927911590380345
358,0.514298926943902,0.0721352700858622,0.485701073056098,0.927864729914138
359,0.513076312181959,0.0721827502595411,0.486923687818041,0.927817249740459
360,0.511851385825005,0.0722307714340418,0.488148614174995,0.927769228565958
361,0.510621911904642,0.0722792561770612,0.489378088095358,0.927720743822939
362,0.509385691679751,0.0723281283102933,0.490614308320249,0.927671871689707
363,0.508140563037032,0.072377312889437,0.491859436962968,0.927622687110563
364,0.506884987068724,0.0724256968650808,0.493115012931276,0.927574303134919
365,0.505620433463141,0.0724725709822752,0.494379566536859,0.927527429017725
366,0.504349251306697,0.0725184604358091,0.495650748693303,0.927481539564191
367,0.503073751757334,0.0725638819080057,0.496926248242666,0.927436118091994
368,0.50179620864327,0.072609343703302,0.49820379135673,0.927390656296698
369,0.500518859051315,0.0726553458804883,0.499481140948685,0.927344654119512
370,0.499243903905,0.0727023803826498,0.500756096095,0.92729761961735
371,0.497973508532681,0.0727509311648568,0.502026491467319,0.927249068835143
372,0.496709803225835,0.0728014743196471,0.503290196774165,0.927198525680353
373,0.495454883787732,0.0728544782003428,0.504545116212269,0.927145521799657
374,0.494200285217817,0.0729096328276167,0.505799714782183,0.927090367172383
375,0.492937094611445,0.0729662436218391,0.507062905388556,0.927033756378161
376,0.491666694005307,0.0730241976146543,0.508333305994693,0.926975802385346
377,0.490390443879186,0.073083383563423,0.509609556120815,0.926916616436577
378,0.489109683486315,0.073143691924971,0.510890316513685,0.926856308075029
379,0.487825731178162,0.0732050148297807,0.512174268821838,0.926794985170219
380,0.486539884723734,0.0732672460566156,0.513460115276267,0.926732753943385
381,0.485253421623498,0.0733302810075705,0.514746578376502,0.92666971899243
382,0.483967599418045,0.0733940166835394,0.516032400581955,0.926605983316461
383,0.482683655991562,0.0734583516600925,0.517316344008438,0.926541648339908
384,0.481402809870237,0.0735231860637553,0.518597190129762,0.926476813936245
385,0.480126260515684,0.0735884215486831,0.519873739484316,0.926411578451317
386,0.47885518861347,0.0736539612737205,0.52114481138653,0.92634603872628
387,0.47759075635685,0.0737197098798432,0.52240924364315,0.926280290120157
388,0.476334107725797,0.0737855734679705,0.523665892274203,0.92621442653203
389,0.475086368761406,0.0738514595771451,0.524913631238593,0.926148540422855
390,0.473848647835764,0.0739172771630716,0.526151352164236,0.926082722836929
391,0.472622035917371,0.0739829365770073,0.527377964082629,0.926017063422993
392,0.471407606832187,0.0740483495449991,0.528592393167812,0.925951650455001
393,0.470195393218014,0.0741147592494001,0.529804606781986,0.9258852407506
394,0.468976753069069,0.0741831516493309,0.531023246930931,0.925816848350669
395,0.467754701096681,0.0742530589676123,0.532245298903318,0.925746941032388
396,0.466532206622844,0.0743240204277412,0.533467793377156,0.925675979572259
