sample,specie,Laminar_layer,mCG/CG,mCH/CH,Coverage(%),BroadClass,Subtype
Pool_429_AD006,Mus_musculus,Superficial,0.72719,0.02404,7.46,Excitatory,mL2/3
Pool_42_AD006,Mus_musculus,Superficial,0.75888,0.02841,5.4,Excitatory,mL5-2
Pool_430_AD002,Mus_musculus,Superficial,0.7026,0.0202,4.91,Excitatory,mL4
Pool_430_AD006,Mus_musculus,Superficial,0.78884,0.02615,7.52,Excitatory,mL6-1
Pool_431_AD006,Mus_musculus,Superficial,0.72765,0.01749,4.84,Excitatory,mL4
Pool_432_AD002,Mus_musculus,Superficial,0.73519,0.01771,6.36,Excitatory,mL2/3
Pool_432_AD006,Mus_musculus,Superficial,0.71678,0.02072,6.63,Excitatory,mL2/3
Pool_433_AD006,Mus_musculus,Superficial,0.73346,0.02295,7.54,Excitatory,mL5-1
Pool_434_AD006,Mus_musculus,Superficial,0.70995,0.02125,10.08,Excitatory,mL2/3
Pool_435_AD006,Mus_musculus,Superficial,0.72785,0.02187,5.42,Excitatory,mL2/3
Pool_436_AD002,Mus_musculus,Superficial,0.73307,0.02138,7.16,Excitatory,mL2/3
Pool_436_AD006,Mus_musculus,Superficial,0.7229,0.02107,7.33,Excitatory,mL2/3
Pool_437_AD002,Mus_musculus,Superficial,0.71887,0.01991,7.55,Excitatory,mL2/3
Pool_438_AD006,Mus_musculus,Superficial,0.73827,0.02075,9.36,Excitatory,mL4
Pool_439_AD002,Mus_musculus,Superficial,0.72051,0.02357,5.08,Excitatory,mL5-1
Pool_439_AD006,Mus_musculus,Superficial,0.76154,0.02138,6.35,Inhibitory,mVip
Pool_43_AD006,Mus_musculus,Superficial,0.72876,0.02429,3.34,Excitatory,mL2/3
Pool_440_AD002,Mus_musculus,Superficial,0.70484,0.0203,2.05,Excitatory,mL2/3
Pool_440_AD006,Mus_musculus,Superficial,0.78927,0.02697,8.54,Inhibitory,mSst-1
Pool_441_AD006,Mus_musculus,Superficial,0.77216,0.02986,4.61,Inhibitory,mPv
Pool_442_AD002,Mus_musculus,Superficial,0.71873,0.02207,7.87,Excitatory,mL2/3
Pool_442_AD006,Mus_musculus,Superficial,0.7258,0.01834,9.84,Inhibitory,mNdnf-2
Pool_443_AD002,Mus_musculus,Superficial,0.6849,0.01833,1.94,Excitatory,mL2/3
Pool_443_AD006,Mus_musculus,Superficial,0.72216,0.01872,9.19,Excitatory,mL2/3
Pool_444_AD006,Mus_musculus,Superficial,0.74772,0.02135,6.3,Excitatory,mL4
Pool_445_AD002,Mus_musculus,Superficial,0.78678,0.02607,6.35,Excitatory,mL6-1
Pool_445_AD006,Mus_musculus,Superficial,0.72121,0.02039,8.11,Excitatory,mL2/3
Pool_446_AD002,Mus_musculus,Superficial,0.72578,0.01867,7.65,Excitatory,mL4
Pool_446_AD006,Mus_musculus,Superficial,0.73811,0.01867,7.7,Excitatory,mL2/3
Pool_447_AD006,Mus_musculus,Superficial,0.72909,0.02442,6.93,Excitatory,mL4
Pool_448_AD002,Mus_musculus,Superficial,0.70758,0.02398,7.08,Excitatory,mL2/3
Pool_448_AD006,Mus_musculus,Superficial,0.7251,0.0256,7.55,Excitatory,mL2/3
Pool_449_AD006,Mus_musculus,Superficial,0.778,0.02521,9,Inhibitory,mPv
Pool_44_AD002,Mus_musculus,Superficial,0.72359,0.02634,3.54,Excitatory,mL2/3
Pool_44_AD006,Mus_musculus,Superficial,0.72594,0.02415,4.45,Excitatory,mL2/3
Pool_450_AD002,Mus_musculus,Superficial,0.75069,0.02454,5.91,Excitatory,mL2/3
Pool_450_AD006,Mus_musculus,Superficial,0.73656,0.01752,4.61,Excitatory,mL2/3
Pool_451_AD006,Mus_musculus,Superficial,0.7447,0.02032,8.47,Excitatory,mL2/3
Pool_452_AD002,Mus_musculus,Superficial,0.73931,0.02028,6.01,Excitatory,mL4
Pool_452_AD006,Mus_musculus,Superficial,0.76032,0.0249,7.14,Inhibitory,mVip
Pool_453_AD002,Mus_musculus,Superficial,0.69895,0.01514,3.31,Excitatory,mL4
Pool_453_AD006,Mus_musculus,Superficial,0.72293,0.01454,10.17,Inhibitory,mNdnf-2
Pool_454_AD006,Mus_musculus,Superficial,0.77478,0.02366,6.81,Inhibitory,mVip
Pool_455_AD002,Mus_musculus,Superficial,0.71509,0.01908,5.29,Excitatory,mL2/3
Pool_455_AD006,Mus_musculus,Superficial,0.74658,0.02078,3.55,Excitatory,mL2/3
Pool_456_AD002,Mus_musculus,Superficial,0.73128,0.02618,7.15,Excitatory,mL5-1
Pool_456_AD006,Mus_musculus,Superficial,0.72302,0.01959,7.15,Excitatory,mL2/3
Pool_457_AD002,Mus_musculus,Superficial,0.722,0.02317,4.61,Excitatory,mL2/3
Pool_457_AD006,Mus_musculus,Superficial,0.74141,0.02221,8.48,Excitatory,mL2/3
Pool_458_AD002,Mus_musculus,Superficial,0.73309,0.02979,6.65,Excitatory,mL5-1
Pool_458_AD006,Mus_musculus,Superficial,0.77191,0.02548,9.77,Inhibitory,mVip
Pool_459_AD002,Mus_musculus,Superficial,0.72234,0.02176,7.12,Excitatory,mL2/3
Pool_459_AD006,Mus_musculus,Superficial,0.7306,0.02088,7.9,Excitatory,mL2/3
Pool_45_AD002,Mus_musculus,Superficial,0.71858,0.02203,5.01,Excitatory,mL2/3
Pool_45_AD006,Mus_musculus,Superficial,0.80243,0.02628,5.83,Excitatory,mL6-1
Pool_460_AD002,Mus_musculus,Superficial,0.7248,0.02361,3.98,Excitatory,mL5-1
Pool_460_AD006,Mus_musculus,Superficial,0.74083,0.01928,8.75,Excitatory,mL4
Pool_461_AD002,Mus_musculus,Superficial,0.74067,0.02568,8.22,Inhibitory,mVip
Pool_461_AD006,Mus_musculus,Superficial,0.79118,0.0314,10.12,Inhibitory,mSst-1
Pool_462_AD002,Mus_musculus,Superficial,0.71684,0.02319,5.72,Excitatory,mL2/3
Pool_462_AD006,Mus_musculus,Superficial,0.73181,0.01964,8.96,Excitatory,mL4
Pool_463_AD002,Mus_musculus,Superficial,0.75055,0.02614,6.38,Excitatory,mL2/3
Pool_463_AD006,Mus_musculus,Superficial,0.73031,0.01823,8.55,Excitatory,mL4
Pool_464_AD006,Mus_musculus,Superficial,0.73366,0.01815,10,Excitatory,mL4
Pool_465_AD002,Mus_musculus,Superficial,0.69698,0.0166,1.72,Excitatory,mL4
Pool_465_AD006,Mus_musculus,Superficial,0.7332,0.01589,7.27,Excitatory,mL2/3
Pool_466_AD006,Mus_musculus,Superficial,0.73434,0.02029,8.61,Excitatory,mL4
Pool_467_AD002,Mus_musculus,Superficial,0.70759,0.01992,6.64,Excitatory,mL4
Pool_467_AD006,Mus_musculus,Superficial,0.74543,0.02353,8.79,Inhibitory,mNdnf-1
Pool_468_AD002,Mus_musculus,Superficial,0.73318,0.02058,7.98,Excitatory,mL4
Pool_468_AD006,Mus_musculus,Superficial,0.72794,0.02079,8.68,Excitatory,mL2/3
Pool_469_AD002,Mus_musculus,Superficial,0.71046,0.02069,6.81,Excitatory,mL2/3
Pool_469_AD006,Mus_musculus,Superficial,0.72426,0.01946,9.39,Excitatory,mL2/3
Pool_46_AD006,Mus_musculus,Superficial,0.71941,0.01659,5.31,Inhibitory,mNdnf-2
Pool_470_AD002,Mus_musculus,Superficial,0.73563,0.02357,5.64,Excitatory,mL5-1
Pool_470_AD006,Mus_musculus,Superficial,0.77126,0.02432,10.13,Excitatory,mL2/3
Pool_471_AD002,Mus_musculus,Superficial,0.72013,0.01673,8.58,Excitatory,mL4
Pool_472_AD002,Mus_musculus,Superficial,0.7173,0.01865,7.51,Excitatory,mL4
Pool_472_AD006,Mus_musculus,Superficial,0.7433,0.01968,9.44,Excitatory,mL2/3
Pool_473_AD002,Mus_musculus,Superficial,0.70109,0.01998,4.49,Excitatory,mL2/3
Pool_473_AD006,Mus_musculus,Superficial,0.7265,0.0184,9.59,Excitatory,mL4
Pool_474_AD002,Mus_musculus,Superficial,0.6917,0.02042,5.04,Excitatory,mL2/3
Pool_474_AD006,Mus_musculus,Superficial,0.72447,0.02461,9.04,Excitatory,mL2/3
Pool_475_AD006,Mus_musculus,Superficial,0.71989,0.02353,8.31,Excitatory,mL2/3
Pool_476_AD002,Mus_musculus,Superficial,0.7824,0.02816,5.09,Inhibitory,mSst-1
Pool_476_AD006,Mus_musculus,Superficial,0.70212,0.02199,8.41,Excitatory,mL2/3
Pool_477_AD002,Mus_musculus,Superficial,0.72646,0.02226,5.98,Excitatory,mL5-1
Pool_477_AD006,Mus_musculus,Superficial,0.71274,0.02169,9.17,Excitatory,mL2/3
Pool_478_AD002,Mus_musculus,Superficial,0.74996,0.02398,4.98,Inhibitory,mPv
Pool_478_AD006,Mus_musculus,Superficial,0.77185,0.02894,8.59,Inhibitory,mPv
Pool_479_AD002,Mus_musculus,Superficial,0.70807,0.01596,4.83,Inhibitory,mNdnf-2
Pool_479_AD006,Mus_musculus,Superficial,0.7332,0.0196,6.54,Excitatory,mL4
Pool_47_AD002,Mus_musculus,Superficial,0.72049,0.01603,3.28,Excitatory,mL4
Pool_47_AD006,Mus_musculus,Superficial,0.8008,0.03759,4.08,Inhibitory,mNdnf-1
Pool_480_AD002,Mus_musculus,Superficial,0.69431,0.02014,6.62,Excitatory,mL2/3
Pool_480_AD006,Mus_musculus,Superficial,0.73479,0.02017,8.95,Excitatory,mL2/3
Pool_481_AD008,Mus_musculus,Superficial,0.74313,0.02106,5.93,Excitatory,mL4
Pool_481_AD010,Mus_musculus,Superficial,0.71477,0.02168,5.15,Excitatory,mL2/3
Pool_482_AD008,Mus_musculus,Superficial,0.73394,0.02952,6.13,Excitatory,mL5-1
Pool_482_AD010,Mus_musculus,Superficial,0.76781,0.01834,5.04,Inhibitory,mSst-1
Pool_483_AD008,Mus_musculus,Superficial,0.73108,0.0191,1.97,Excitatory,mL4
Pool_483_AD010,Mus_musculus,Superficial,0.77933,0.02372,4.04,Inhibitory,mVip
Pool_485_AD008,Mus_musculus,Superficial,0.73256,0.01851,5.13,Excitatory,mL4
Pool_485_AD010,Mus_musculus,Superficial,0.71379,0.02146,3.46,Excitatory,mL2/3
Pool_486_AD008,Mus_musculus,Superficial,0.70992,0.02205,4.76,Excitatory,mL2/3
Pool_486_AD010,Mus_musculus,Superficial,0.72871,0.01825,5.5,Excitatory,mL4
Pool_487_AD010,Mus_musculus,Superficial,0.72134,0.02158,5.39,Excitatory,mL2/3
Pool_488_AD008,Mus_musculus,Superficial,0.75416,0.02032,5.01,Excitatory,mL4
Pool_488_AD010,Mus_musculus,Superficial,0.71345,0.02138,5.37,Excitatory,mL2/3
Pool_489_AD008,Mus_musculus,Superficial,0.75078,0.02561,6.56,Excitatory,mL2/3
Pool_489_AD010,Mus_musculus,Superficial,0.7225,0.01871,6.55,Excitatory,mL2/3
Pool_48_AD002,Mus_musculus,Superficial,0.73786,0.02304,3.6,Excitatory,mL2/3
Pool_48_AD006,Mus_musculus,Superficial,0.74922,0.02374,4.7,Excitatory,mL4
Pool_490_AD010,Mus_musculus,Superficial,0.76127,0.02617,4.3,Inhibitory,mPv
Pool_491_AD008,Mus_musculus,Superficial,0.76612,0.02775,8.23,Excitatory,mL5-1
Pool_492_AD010,Mus_musculus,Superficial,0.72289,0.01741,6.17,Excitatory,mL4
Pool_493_AD010,Mus_musculus,Superficial,0.72219,0.01854,6.18,Excitatory,mL2/3
Pool_494_AD008,Mus_musculus,Superficial,0.73635,0.02289,7.36,Excitatory,mL2/3
Pool_494_AD010,Mus_musculus,Superficial,0.72133,0.01779,7.11,Inhibitory,mNdnf-2
Pool_495_AD008,Mus_musculus,Superficial,0.73402,0.0204,5.98,Excitatory,mL2/3
Pool_495_AD010,Mus_musculus,Superficial,0.71936,0.01986,6.44,Excitatory,mL2/3
Pool_496_AD008,Mus_musculus,Superficial,0.76196,0.02069,6.35,Inhibitory,mVip
Pool_496_AD010,Mus_musculus,Superficial,0.74132,0.02105,6.38,Excitatory,mL2/3
Pool_497_AD008,Mus_musculus,Superficial,0.73677,0.02666,9.22,Excitatory,mL2/3
Pool_497_AD010,Mus_musculus,Superficial,0.74541,0.02423,7.24,Excitatory,mL5-1
Pool_498_AD008,Mus_musculus,Superficial,0.71678,0.02153,6.45,Excitatory,mL2/3
Pool_498_AD010,Mus_musculus,Superficial,0.71262,0.01929,5.29,Excitatory,mL2/3
Pool_499_AD010,Mus_musculus,Superficial,0.70917,0.01384,3.41,Inhibitory,mNdnf-2
Pool_49_AD002,Mus_musculus,Superficial,0.73377,0.02162,3.4,Excitatory,mL2/3
Pool_49_AD006,Mus_musculus,Superficial,0.75393,0.01986,5.22,Excitatory,mL2/3
Pool_4_AD006,Mus_musculus,Superficial,0.70692,0.02173,1.9,Excitatory,mL2/3
Pool_500_AD010,Mus_musculus,Superficial,0.76274,0.02588,5.92,Excitatory,mL5-1
Pool_501_AD010,Mus_musculus,Superficial,0.73189,0.02066,4.77,Excitatory,mL4
Pool_502_AD008,Mus_musculus,Superficial,0.75633,0.03253,7.31,Inhibitory,mPv
Pool_502_AD010,Mus_musculus,Superficial,0.72514,0.01945,6.38,Excitatory,mL2/3
Pool_503_AD008,Mus_musculus,Superficial,0.75213,0.03163,6.45,Excitatory,mL5-1
Pool_503_AD010,Mus_musculus,Superficial,0.73086,0.01746,5.9,Excitatory,mL2/3
Pool_504_AD010,Mus_musculus,Superficial,0.73229,0.02713,5.83,Excitatory,mL5-1
Pool_505_AD008,Mus_musculus,Superficial,0.78728,0.03021,7.53,Inhibitory,mVip
Pool_505_AD010,Mus_musculus,Superficial,0.75002,0.02588,6.74,Excitatory,mL5-1
Pool_507_AD008,Mus_musculus,Superficial,0.75285,0.02728,6.9,Excitatory,mL5-1
Pool_507_AD010,Mus_musculus,Superficial,0.71231,0.01516,5.27,Excitatory,mL4
Pool_508_AD010,Mus_musculus,Superficial,0.71746,0.02099,5,Excitatory,mL2/3
Pool_509_AD010,Mus_musculus,Superficial,0.76237,0.0319,4.82,Excitatory,mL5-1
Pool_50_AD002,Mus_musculus,Superficial,0.72085,0.02134,4.08,Excitatory,mL2/3
Pool_50_AD006,Mus_musculus,Superficial,0.77763,0.03429,5,Inhibitory,mPv
Pool_510_AD008,Mus_musculus,Superficial,0.76907,0.02587,3.25,Inhibitory,mPv
Pool_510_AD010,Mus_musculus,Superficial,0.71405,0.01701,5.39,Excitatory,mL4
Pool_511_AD008,Mus_musculus,Superficial,0.77446,0.02736,6.32,Inhibitory,mNdnf-1
Pool_511_AD010,Mus_musculus,Superficial,0.7313,0.01927,5.77,Excitatory,mL2/3
Pool_512_AD008,Mus_musculus,Superficial,0.72219,0.01868,4.92,Excitatory,mL2/3
Pool_512_AD010,Mus_musculus,Superficial,0.73066,0.02154,4.88,Excitatory,mL4
Pool_514_AD010,Mus_musculus,Superficial,0.7285,0.02073,5.85,Excitatory,mL2/3
Pool_515_AD010,Mus_musculus,Superficial,0.73289,0.02336,6.73,Excitatory,mL2/3
Pool_516_AD008,Mus_musculus,Superficial,0.71325,0.02238,7.02,Excitatory,mL2/3
Pool_516_AD010,Mus_musculus,Superficial,0.72849,0.02203,6.76,Excitatory,mL2/3
Pool_517_AD008,Mus_musculus,Superficial,0.75522,0.02768,2.73,Excitatory,mL5-2
Pool_517_AD010,Mus_musculus,Superficial,0.75182,0.0271,6.14,Inhibitory,mPv
Pool_518_AD008,Mus_musculus,Superficial,0.72547,0.02329,7.01,Excitatory,mL2/3
Pool_518_AD010,Mus_musculus,Superficial,0.73006,0.01945,7.03,Excitatory,mL2/3
Pool_519_AD008,Mus_musculus,Superficial,0.75051,0.01821,7.42,Excitatory,mDL-1
Pool_519_AD010,Mus_musculus,Superficial,0.71895,0.01781,5.96,Excitatory,mL4
Pool_51_AD002,Mus_musculus,Superficial,0.73993,0.0174,2.89,Excitatory,mL2/3
Pool_51_AD006,Mus_musculus,Superficial,0.73015,0.02157,3.76,Excitatory,mL2/3
Pool_520_AD008,Mus_musculus,Superficial,0.71385,0.01611,4.42,Excitatory,mL4
Pool_520_AD010,Mus_musculus,Superficial,0.72574,0.01707,6.47,Excitatory,mL2/3
Pool_521_AD008,Mus_musculus,Superficial,0.72683,0.02467,6.84,Excitatory,mL2/3
Pool_521_AD010,Mus_musculus,Superficial,0.74173,0.02561,5.51,Excitatory,mL5-1
Pool_523_AD010,Mus_musculus,Superficial,0.71996,0.01985,5.45,Excitatory,mL2/3
Pool_524_AD008,Mus_musculus,Superficial,0.71345,0.01619,7.06,Excitatory,mL4
Pool_524_AD010,Mus_musculus,Superficial,0.72012,0.02239,5.78,Excitatory,mL2/3
Pool_525_AD010,Mus_musculus,Superficial,0.73734,0.02217,5.92,Inhibitory,mNdnf-2
Pool_526_AD008,Mus_musculus,Superficial,0.73278,0.01869,8.56,Excitatory,mL4
Pool_526_AD010,Mus_musculus,Superficial,0.71695,0.02378,6.75,Excitatory,mL2/3
Pool_527_AD010,Mus_musculus,Superficial,0.73711,0.02431,6.42,Excitatory,mL2/3
Pool_528_AD008,Mus_musculus,Superficial,0.71348,0.02251,6.62,Excitatory,mL2/3
Pool_528_AD010,Mus_musculus,Superficial,0.72106,0.0217,5.32,Excitatory,mL2/3
Pool_529_AD008,Mus_musculus,Superficial,0.72018,0.02239,5.33,Excitatory,mL2/3
Pool_529_AD010,Mus_musculus,Superficial,0.72689,0.01914,7.5,Excitatory,mL2/3
Pool_52_AD006,Mus_musculus,Superficial,0.72496,0.02017,5.15,Excitatory,mL2/3
Pool_530_AD008,Mus_musculus,Superficial,0.76519,0.03122,9.46,Excitatory,mL2/3
Pool_531_AD010,Mus_musculus,Superficial,0.7125,0.02148,7.48,Excitatory,mL2/3
Pool_532_AD008,Mus_musculus,Superficial,0.7367,0.02509,8.27,Excitatory,mL2/3
Pool_532_AD010,Mus_musculus,Superficial,0.77303,0.02696,6.91,Inhibitory,mNdnf-1
Pool_533_AD010,Mus_musculus,Superficial,0.7501,0.03042,7.67,Excitatory,mL5-1
Pool_534_AD008,Mus_musculus,Superficial,0.71323,0.02212,8.52,Excitatory,mL2/3
Pool_534_AD010,Mus_musculus,Superficial,0.73463,0.02492,7.41,Excitatory,mL2/3
Pool_535_AD010,Mus_musculus,Superficial,0.74392,0.0192,8.12,Excitatory,mL2/3
Pool_536_AD008,Mus_musculus,Superficial,0.72775,0.02038,8.1,Excitatory,mL4
Pool_536_AD010,Mus_musculus,Superficial,0.73245,0.02335,7.23,Excitatory,mL4
Pool_537_AD008,Mus_musculus,Superficial,0.72643,0.02261,9.53,Excitatory,mL2/3
Pool_537_AD010,Mus_musculus,Superficial,0.71419,0.02308,6.69,Excitatory,mL5-1
Pool_538_AD008,Mus_musculus,Superficial,0.73275,0.02526,7.41,Excitatory,mL4
Pool_538_AD010,Mus_musculus,Superficial,0.74614,0.02158,6.55,Excitatory,mL2/3
Pool_539_AD010,Mus_musculus,Superficial,0.71127,0.02241,6.78,Excitatory,mL2/3
Pool_53_AD002,Mus_musculus,Superficial,0.73441,0.0247,2.44,Excitatory,mL5-1
Pool_53_AD006,Mus_musculus,Superficial,0.73953,0.02085,5.54,Excitatory,mL2/3
Pool_540_AD008,Mus_musculus,Superficial,0.7377,0.02423,7.11,Excitatory,mL2/3
Pool_540_AD010,Mus_musculus,Superficial,0.69721,0.02283,6.58,Excitatory,mL2/3
Pool_541_AD008,Mus_musculus,Superficial,0.733,0.01911,5.38,Excitatory,mL2/3
Pool_541_AD010,Mus_musculus,Superficial,0.71868,0.01887,5.68,Excitatory,mL2/3
Pool_542_AD008,Mus_musculus,Superficial,0.76214,0.02092,7.05,Inhibitory,mVip
Pool_542_AD010,Mus_musculus,Superficial,0.70668,0.02158,6.79,Excitatory,mL2/3
Pool_543_AD008,Mus_musculus,Superficial,0.71163,0.02095,8.73,Excitatory,mL2/3
Pool_543_AD010,Mus_musculus,Superficial,0.77112,0.02653,7.84,Inhibitory,mPv
Pool_544_AD008,Mus_musculus,Superficial,0.75896,0.02297,7.71,Inhibitory,mVip
Pool_544_AD010,Mus_musculus,Superficial,0.71779,0.01763,7.88,Excitatory,mL4
Pool_545_AD010,Mus_musculus,Superficial,0.72031,0.0154,6.3,Excitatory,mL4
Pool_546_AD008,Mus_musculus,Superficial,0.73369,0.01812,1.6,Excitatory,mL2/3
Pool_546_AD010,Mus_musculus,Superficial,0.72495,0.01663,6.44,Inhibitory,mNdnf-1
Pool_547_AD010,Mus_musculus,Superficial,0.75652,0.01972,5.72,Inhibitory,mVip
Pool_548_AD008,Mus_musculus,Superficial,0.70963,0.02369,7.05,Excitatory,mL2/3
Pool_548_AD010,Mus_musculus,Superficial,0.79713,0.02969,6.94,Inhibitory,mSst-1
Pool_549_AD008,Mus_musculus,Superficial,0.71388,0.01993,7.63,Excitatory,mL2/3
Pool_549_AD010,Mus_musculus,Superficial,0.70033,0.02087,7.15,Excitatory,mL2/3
Pool_54_AD002,Mus_musculus,Superficial,0.72462,0.02468,4.54,Excitatory,mL2/3
Pool_54_AD006,Mus_musculus,Superficial,0.72343,0.022,4.63,Excitatory,mL2/3
Pool_550_AD008,Mus_musculus,Superficial,0.70613,0.01754,7.87,Excitatory,mL2/3
Pool_550_AD010,Mus_musculus,Superficial,0.74034,0.02637,6.63,Excitatory,mL5-1
Pool_551_AD010,Mus_musculus,Superficial,0.72169,0.02285,7.2,Excitatory,mL2/3
Pool_552_AD008,Mus_musculus,Superficial,0.72,0.02262,6.62,Excitatory,mL2/3
Pool_552_AD010,Mus_musculus,Superficial,0.71805,0.01799,7.04,Excitatory,mL2/3
Pool_554_AD008,Mus_musculus,Superficial,0.76142,0.02691,7.84,Inhibitory,mVip
Pool_554_AD010,Mus_musculus,Superficial,0.71478,0.02022,5.76,Excitatory,mL2/3
Pool_555_AD008,Mus_musculus,Superficial,0.742,0.0189,6.61,Excitatory,mL2/3
Pool_555_AD010,Mus_musculus,Superficial,0.72633,0.01753,6.34,Excitatory,mL2/3
Pool_556_AD008,Mus_musculus,Superficial,0.72335,0.01907,7.79,Excitatory,mL4
Pool_556_AD010,Mus_musculus,Superficial,0.72536,0.02407,7.59,Excitatory,mL2/3
Pool_557_AD008,Mus_musculus,Superficial,0.71828,0.02252,7.33,Excitatory,mL2/3
Pool_557_AD010,Mus_musculus,Superficial,0.71946,0.02072,6.99,Excitatory,mL2/3
Pool_558_AD008,Mus_musculus,Superficial,0.77001,0.02377,8.06,Inhibitory,mPv
Pool_558_AD010,Mus_musculus,Superficial,0.72684,0.02171,7.64,Excitatory,mL4
Pool_559_AD008,Mus_musculus,Superficial,0.72964,0.01908,7.67,Inhibitory,mNdnf-2
Pool_559_AD010,Mus_musculus,Superficial,0.71721,0.01867,7.95,Excitatory,mL2/3
Pool_55_AD002,Mus_musculus,Superficial,0.73491,0.02063,3.51,Excitatory,mL2/3
Pool_55_AD006,Mus_musculus,Superficial,0.73802,0.0213,5.1,Excitatory,mL5-1
Pool_560_AD008,Mus_musculus,Superficial,0.75273,0.02933,7.5,Excitatory,mL5-2
Pool_560_AD010,Mus_musculus,Superficial,0.73859,0.02607,6.63,Excitatory,mL5-1
Pool_561_AD008,Mus_musculus,Superficial,0.72075,0.01952,7.76,Excitatory,mL2/3
Pool_561_AD010,Mus_musculus,Superficial,0.78265,0.03723,7.6,Inhibitory,mVip
Pool_562_AD008,Mus_musculus,Superficial,0.7035,0.02348,8.73,Excitatory,mL2/3
Pool_562_AD010,Mus_musculus,Superficial,0.71461,0.01875,7.14,Excitatory,mL2/3
Pool_563_AD008,Mus_musculus,Superficial,0.76909,0.02759,7.51,Inhibitory,mNdnf-1
Pool_563_AD010,Mus_musculus,Superficial,0.71227,0.02085,7.58,Excitatory,mL2/3
Pool_564_AD008,Mus_musculus,Superficial,0.78729,0.0272,8.05,Inhibitory,mSst-1
Pool_564_AD010,Mus_musculus,Superficial,0.72796,0.02126,7.57,Excitatory,mL4
Pool_565_AD008,Mus_musculus,Superficial,0.73192,0.02333,6.41,Excitatory,mL5-1
Pool_565_AD010,Mus_musculus,Superficial,0.73624,0.023,6.81,Excitatory,mL2/3
Pool_566_AD008,Mus_musculus,Superficial,0.71845,0.01988,8.3,Excitatory,mL2/3
Pool_566_AD010,Mus_musculus,Superficial,0.73418,0.01974,7.69,Excitatory,mL4
Pool_567_AD008,Mus_musculus,Superficial,0.7355,0.01709,5.81,Excitatory,mL2/3
Pool_567_AD010,Mus_musculus,Superficial,0.72027,0.01911,8.18,Excitatory,mL2/3
Pool_568_AD008,Mus_musculus,Superficial,0.73581,0.02244,7.33,Excitatory,mL4
Pool_568_AD010,Mus_musculus,Superficial,0.73959,0.02035,6.81,Excitatory,mL2/3
Pool_56_AD002,Mus_musculus,Superficial,0.75333,0.02612,4.1,Excitatory,mL5-1
Pool_56_AD006,Mus_musculus,Superficial,0.7217,0.01789,4.93,Excitatory,mL4
Pool_570_AD008,Mus_musculus,Superficial,0.72627,0.02215,3.68,Excitatory,mL5-1
Pool_570_AD010,Mus_musculus,Superficial,0.72086,0.01764,6.33,Excitatory,mL4
Pool_571_AD008,Mus_musculus,Superficial,0.73351,0.02097,6.44,Excitatory,mL4
Pool_571_AD010,Mus_musculus,Superficial,0.75099,0.0234,6.46,Excitatory,mL4
Pool_572_AD008,Mus_musculus,Superficial,0.75668,0.03095,6.73,Excitatory,mL5-2
Pool_572_AD010,Mus_musculus,Superficial,0.75304,0.02333,6.28,Excitatory,mL5-1
Pool_573_AD008,Mus_musculus,Superficial,0.73408,0.01886,7.29,Inhibitory,mNdnf-1
Pool_573_AD010,Mus_musculus,Superficial,0.76957,0.02498,6.8,Inhibitory,mVip
Pool_574_AD008,Mus_musculus,Superficial,0.72255,0.01978,6.87,Excitatory,mL2/3
Pool_574_AD010,Mus_musculus,Superficial,0.7293,0.02147,6.35,Excitatory,mL2/3
Pool_575_AD008,Mus_musculus,Superficial,0.7393,0.02006,7.48,Excitatory,mL2/3
Pool_575_AD010,Mus_musculus,Superficial,0.79083,0.03007,6.84,Inhibitory,mSst-1
Pool_576_AD008,Mus_musculus,Superficial,0.72945,0.02073,6.94,Excitatory,mL4
Pool_576_AD010,Mus_musculus,Superficial,0.78249,0.03733,6.49,Inhibitory,mPv
Pool_577_AD002,Mus_musculus,Deep,0.70015,0.01929,2.26,Excitatory,mL6-2
Pool_577_AD006,Mus_musculus,Deep,0.73155,0.02223,2.58,Excitatory,mL6-2
Pool_578_AD006,Mus_musculus,Deep,0.73095,0.02473,2.17,Excitatory,mDL-2
Pool_579_AD002,Mus_musculus,Deep,0.70378,0.02101,2.12,Excitatory,mDL-2
Pool_579_AD006,Mus_musculus,Deep,0.71871,0.02026,2.21,Excitatory,mL6-2
Pool_57_AD002,Mus_musculus,Superficial,0.73656,0.02007,3.1,Excitatory,mL2/3
Pool_57_AD006,Mus_musculus,Superficial,0.75609,0.02521,4.02,Excitatory,mL2/3
Pool_580_AD002,Mus_musculus,Deep,0.70137,0.01958,1.81,Excitatory,mL6-2
Pool_580_AD006,Mus_musculus,Deep,0.7496,0.02936,2.81,Excitatory,mL6-2
Pool_581_AD002,Mus_musculus,Deep,0.75081,0.03191,1.91,Excitatory,mL6-2
Pool_581_AD006,Mus_musculus,Deep,0.7455,0.02531,2.62,Excitatory,mL6-2
Pool_582_AD002,Mus_musculus,Deep,0.71916,0.02709,2.12,Excitatory,mL5-2
Pool_582_AD006,Mus_musculus,Deep,0.74997,0.02966,2.53,Excitatory,mL5-1
Pool_583_AD002,Mus_musculus,Deep,0.70681,0.02297,1.8,Excitatory,mL5-1
Pool_583_AD006,Mus_musculus,Deep,0.76473,0.02563,2.29,Excitatory,mL6-1
Pool_584_AD002,Mus_musculus,Deep,0.71729,0.02532,2.03,Excitatory,mDL-2
